"","Symbol_Mouse","Symbol_Rat"
"944","Jag2","Jag2"
"945","Jak1","Jak1"
"946","Jun","Jun"
"947","Jup","Jup"
"948","Kcna5","Kcna5"
"949","Kcna6","Kcna6"
"950","Kcnj3","Kcnj3"
"951","Kcnj6","Kcnj6"
"952","Kcnj10","Kcnj10"
"953","Kcnj15","Kcnj15"
"954","Kcnk1","Kcnk1"
"955","Kcnk3","Kcnk3"
"956","Kcnma1","Kcnma1"
"957","Kcnn4","Kcnn4"
"958","Kiss1","Kiss1"
"959","Klrd1","Klrd1"
"960","Kpnb1","Kpnb1"
"961","Kpna2","Kpna2"
"962","Kpna2","LOC100359600"
"963","Ipo5","Ipo5"
"964","Krt15","Krt15"
"965","Krt19","Krt19"
"966","Krt35","Krt35"
"967","Krt86","Krt86"
"968","Aff3","Aff3"
"969","Lag3","Lag3"
"970","Lalba","Lalba"
"971","Lamb1","Lamb1"
"972","Lamb2","Lamb2"
"973","Lamc1","Lamc1"
"974","Lect2","Lect2"
"975","Lepr","Lepr"
"976","Lif","Lif"
"977","Lifr","Lifr"
"978","Lig4","Lig4"
"979","Limk1","Limk1"
"980","Lox","Lox"
"981","Loxl2","Loxl2"
"982","Lrp1","Lrp1"
"983","Lrp3","Lrp3"
"984","Lrp5","Lrp5"
"985","Lrp6","Lrp6"
"986","Lsp1","Lsp1"
"987","Ltb","Ltb"
"988","Ltbr","Ltbr"
"989","Ltf","Ltf"
"990","Ly6h","Ly6h"
"991","Ly9","Ly9"
"992","Sh2d1a","Sh2d1a"
"993","Tacstd2","Tacstd2"
"994","Epcam","Epcam"
"995","Mxd1","Mxd1"
"996","Mad2l1","Mad2l1"
"997","Mafk","Mafk"
"998","Mag","Mag"
"999","Magoh","Magoh"
"1000","Man2a1","Man2a1"
"1001","Map1a","Map1a"
"1002","Map2","Map2"
"1003","Map4","Map4"
"1004","Mas1","Mas1"
"1005","Matn1","Matn1"
"1006","Matn3","Matn3"
"1007","Max","Max"
"1009","Mc1r","Mc1r"
"1010","Mcm3","Mcm3"
"1011","Mdk","Mdk"
"1012","Mdm2","Mdm2"
"1013","Mdm4","Mdm4"
"1014","Slc3a2","Slc3a2"
"1015","Mest","Mest"
"1016","Mfap2","Mfap2"
"1017","Mfng","Mfng"
"1018","Mgat1","Mgat1"
"1019","Mgat2","Mgat2"
"1020","Mgat5","Mgat5"
"1021","Mgst2","Mgst2"
"1022","Mki67","Mki67"
"1023","Mmp19","Mmp19"
"1024","Mnat1","Mnat1"
"1025","Mpg","Mpg"
"1026","Mpi","Mpi"
"1028","Msh3","Msh3"
"1029","Msh4","Msh4"
"1030","Msmb","Msmb"
"1031","Msn","Msn"
"1032","Map3k10","Map3k10"
"1033","Mst1r","Mst1r"
"1034","Msx1","Msx1"
"1035","Msx2","Msx2"
"1037","Nudt1","Nudt1"
"1038","Mtif2","Mtif2"
"1039","Irf4","Irf4"
"1040","Mvd","Mvd"
"1041","Mybpc1","Mybpc1"
"1042","Mybl2","Mybl2"
"1043","Myd88","Myd88"
"1044","Myf6","Myf6"
"1045","Myog","Myog"
"1047","Nubp1","Nubp1"
"1048","Nbn","Nbn"
"1049","Ncbp1","Ncbp1"
"1050","Ndufa6","Ndufa6"
"1051","Ndufb6","Ndufb6"
"1052","Ndufc1","Ndufc1"
"1053","Ndufs4","Ndufs4"
"1054","Ndufs8","Ndufs8"
"1055","Nek3","Nek3"
"1056","Neo1","Neo1"
"1057","Neurod1","Neurod1"
"1058","Nfix","Nfix"
"1059","Nfkb2","Nfkb2"
"1060","Nfx1","Nfx1"
"1061","Ngf","Ngf"
"1062","Ngfr","Ngfr"
"1063","Nid1","Nid1"
"1064","Nkx2-2","Nkx2-2"
"1065","Gpnmb","Gpnmb"
"1066","Ccn3","Ccn3"
"1067","Npas1","Npas1"
"1068","Npas2","Npas2"
"1069","Npat","Npat"
"1070","Nptx1","Nptx1"
"1071","Nptx2","Nptx2"
"1072","Nt5e","Nt5e"
"1073","Ntf3","Ntf3"
"1074","Nthl1","Nthl1"
"1075","Ntrk1","Ntrk1"
"1076","Nup88","Nup88"
"1077","Nvl","Nvl"
"1078","Oas1a","Oas1a"
"1079","Oas1g","Oas1a"
"1080","Ocln","Ocln"
"1081","Odc1","Odc1"
"1083","Ogg1","Ogg1"
"1084","Olr1","Olr1"
"1085","Tnfrsf11b","Tnfrsf11b"
"1086","Ophn1","Ophn1"
"1087","Olfr402","Olr1517"
"1088","Slc22a18","Slc22a18"
"1089","P2rx1","P2rx1"
"1090","P2rx3","P2rx3"
"1091","P2rx4","P2rx4"
"1092","P2rx5","P2rx5"
"1094","P2ry1","P2ry1"
"1095","P2ry2","P2ry2"
"1096","Furin","Furin"
"1097","Pafah1b2","Pafah1b2"
"1098","Pafah1b3","Pafah1b3"
"1099","Pak1","Pak1"
"1100","Palm","Palm"
"1101","Pawr","Pawr"
"1102","Pcdh8","Pcdh8"
"1103","Pck1","Pck1"
"1104","Pcna","Pcna"
"1105","Pcolce","Pcolce"
"1106","Cdk18","Cdk18"
"1107","Pdc","Pdc"
"1108","Pdcd2","Pdcd2"
"1109","Pde2a","Pde2a"
"1110","Pde4b","Pde4b"
"1111","Pde6d","Pde6d"
"1112","Pde6g","Pde6g"
"1113","Pde7a","Pde7a"
"1114","Pde8a","Pde8a"
"1115","Pdgfrb","Pdgfrb"
"1116","Pdzk1","Pdzk1"
"1117","Serpinf1","Serpinf1"
"1118","Per1","Per1"
"1119","Pex13","Pex13"
"1120","Cfp","Cfp"
"1121","Pfdn5","Pfdn5"
"1122","Pfn2","LOC100909840"
"1123","Pfn2","Pfn2"
"1124","Pgf","Pgf"
"1125","Pgm1","Pgm1"
"1126","Phb","Phb"
"1127","Phka1","Phka1"
"1128","Piga","Piga"
"1129","Pigr","Pigr"
"1130","Pik3c3","Pik3c3"
"1131","Pip","Pip"
"1132","Plag1","Plag1"
"1134","Plcg1","Plcg1"
"1135","Plek","Plek"
"1136","Plin1","Plin1"
"1137","Pln","Pln"
"1138","Plp2","Plp2"
"1139","Plrg1","Plrg1"
"1140","Polb","Polb"
"1141","Pold1","Pold1"
"1142","Pole2","Pole2"
"1143","Polg","Polg"
"1144","Polr2c","Polr2c"
"1145","Polr2e","Polr2e"
"1146","Polr2g","Polr2g"
"1147","Pou4f3","Pou4f3"
"1148","Ppl","Ppl"
"1149","Ppm1b","Ppm1b"
"1150","Ppp1r7","Ppp1r7"
"1151","Ppp1r10","Ppp1r10"
"1152","Ppp2r2a","Ppp2r2a"
"1153","Ppp4c","Ppp4c"
"1154","Ppy","Ppy"
"1155","Prelp","Prelp"
"1156","Prep","Prep"
"1157","Prg2","Prg2"
"1158","Pkn2","Pkn2"
"1159","Prkd3","Prkd3"
"1160","Prkcsh","Prkcsh"
"1161","Mapk4","Mapk4"
"1162","Mapk7","LOC100912585"
"1163","Mapk7","Mapk7"
"1164","Map2k1","Map2k1"
"1165","Prox1","Prox1"
"1166","Prpsap2","Prpsap2"
"1167","Tmprss15","Tmprss15"
"1168","Psma1","Psma1"
"1169","Psma2","Psma2"
"1170","Psma3","Psma3"
"1171","Psma4","Psma4"
"1172","Psma5","Psma5"
"1173","Psma6","Psma6"
"1174","Psma8","Psma8"
"1175","Psmb1","Psmb1"
"1176","Psmb2","Psmb2"
"1177","Psmb3","Psmb3"
"1178","Psmb4","Psmb4"
"1180","Psmb7","Psmb7"
"1181","Psmb9","Psmb9"
"1182","Psmc1","Psmc1"
"1183","Psmc2","Psmc2"
"1184","Psmc3","Psmc3"
"1185","Psmc5","Psmc5"
"1186","Psmd1","Psmd1"
"1187","Psmd2","Psmd2"
"1188","Psmd3","Psmd3"
"1189","Psmd7","Psmd7"
"1190","Psmd9","Psmd9"
"1191","Psmd11","Psmd11"
"1192","Psmd12","Psmd12"
"1193","Psmd13","Psmd13"
"1194","Psme3","Psme3"
"1195","Pthlh","Pthlh"
"1196","Ptn","Ptn"
"1197","Ptpn1","Ptpn1"
"1198","Ptpn4","Ptpn4"
"1199","Ptpn9","Ptpn9"
"1200","Ptpn11","Ptpn11"
"1201","Ptprb","Ptprb"
"1202","Ptprc","Ptprc"
"1203","Ptprg","Ptprg"
"1204","Ptprj","Ptprj"
"1205","Ptprn2","Ptprn2"
"1206","Ptprr","Ptprr"
"1207","Ptprz1","Ptprz1"
"1208","Pvalb","Pvalb"
"1209","Nectin1","Nectin1"
"1210","Abcd3","Abcd3"
"1211","Aldh18a1","Aldh18a1"
"1212","Pcyt2","Pcyt2"
"1213","Pygm","Pygm"
"1214","Rab3b","Rab3b"
"1215","Rad51","Rad51"
"1216","Rad51d","Rad51d"
"1217","Rap1a","Rap1a"
"1218","Rap1gap","Rap1gap"
"1219","Rarres1","Rarres1"
"1220","Rarres2","Rarres2"
"1221","Rasa1","Rasa1"
"1222","Rasgrf2","Rasgrf2"
"1223","Rbl1","Rbl1"
"1224","Rbp1","Rbp1"
"1225","Rcn2","Rcn2"
"1226","Rcvrn","Rcvrn"
"1227","Rdh5","Rdh5"
"1228","Nf2","Nf2"
"1229","Rel","Rel"
"1230","Renbp","Renbp"
"1231","Upf1","Upf1"
"1232","Rfc1","Rfc1"
"1233","Rfc3","Rfc3"
"1234","Rfx1","Rfx1"
"1235","Rgs1","Rgs1"
"1236","Rgs2","Rgs2"
"1237","Rgs7","Rgs7"
"1238","Rgs12","Rgs12"
"1239","Rgs16","Rgs16"
"1240","Grk1","Grk1"
"1241","Rit2","Rit2"
"1242","Rnf2","Rnf2"
"1243","Rnaseh1","Rnaseh1"
"1244","Rnh1","Rnh1"
"1245","Abce1","Abce1"
"1246","Robo1","Robo1"
"1247","Ros1","Ros1"
"1248","Rpa1","Rpa1"
"1249","Mrpl12","Mrpl12"
"1250","Rpn1","Rpn1"
"1251","Rpn2","Rpn2"
"1252","Rreb1","Rreb1"
"1253","Rxra","Rxra"
"1254","S100a3","S100a3"
"1255","S100a5","S100a5"
"1256","S100a8","S100a8"
"1257","S100a9","S100a9"
"1258","S100a10","S100a10"
"1259","Safb","Safb"
"1260","Sall1","Sall1"
"1261","Satb1","Satb1"
"1262","Atxn2","Atxn2"
"1263","Clec11a","Clec11a"
"1264","Scn9a","Scn9a"
"1265","Ccl2","Ccl2"
"1266","Ccl3","Ccl3"
"1267","Ccl5","Ccl5"
"1268","Ccl12","Ccl12"
"1269","Ccl17","Ccl17"
"1270","Ccl21a","Ccl21"
"1271","Ccl21b","Ccl21"
"1272","Ccl21d","Ccl21"
"1273","Gm10591","Ccl21"
"1274","Gm13304","Ccl21"
"1275","Ccl24","Ccl24"
"1276","Xcl1","Xcl1"
"1277","Cx3cl1","Cx3cl1"
"1278","Sdc1","Sdc1"
"1279","Sdc2","Sdc2"
"1280","Sdhb","Sdhb"
"1281","Sdhc","Sdhc"
"1282","Selp","Selp"
"1283","Selplg","Selplg"
"1284","Selenow","Selenow"
"1285","Sfrp1","Sfrp1"
"1286","Sfrp4","Sfrp4"
"1287","Sfrp5","Sfrp5"
"1288","Sftpc","Sftpc"
"1289","Sftpd","Sftpd"
"1290","Sh3bgrl","Sh3bgrl"
"1291","Sh3bp2","Sh3bp2"
"1292","Itsn1","Itsn1"
"1293","St6gal1","St6gal1"
"1294","St8sia1","St8sia1"
"1295","Stil","Stil"
"1296","Slc5a2","Slc5a2"
"1297","Slc6a1","Slc6a1"
"1298","Slc6a6","Slc6a6"
"1299","Slc34a2","Slc34a2"
"1300","Slc18a2","Slc18a2"
"1301","Slit1","Slit1"
"1302","Slit3","Slit3"
"1304","Smarca2","Smarca2"
"1305","Smarcb1","Smarcb1"
"1306","Smarcc2","Smarcc2"
"1307","Smarcd3","Smarcd3"
"1308","Snapc1","Snapc1"
"1309","Snapc2","Snapc2"
"1310","Sncb","Sncb"
"1311","Snapc4","Snapc4"
"1312","Sncg","Sncg"
"1313","Snrpa1","Snrpa1"
"1314","Snta1","Snta1"
"1315","Snx2","Snx2"
"1316","Soat1","Soat1"
"1317","Sod3","Sod3"
"1318","Sorl1","Sorl1"
"1319","Sox4","Sox4"
"1320","Sp2","Sp2"
"1321","Sp4","Sp4"
"1322","Uap1","Uap1"
"1323","Spag4","LOC100911109"
"1324","Spag4","Spag4"
"1325","Spi1","Spi1"
"1326","Sptan1","Sptan1"
"1327","Sptbn1","Sptbn1"
"1328","Sqle","Sqle"
"1329","Srp19","Srp19"
"1330","Srp54a","Srp54a"
"1331","Srp54b","Srp54a"
"1332","Srpr","Srpra"
"1333","Trim21","Trim21"
"1334","Ssb","Ssb"
"1335","Ssr1","Ssr1"
"1336","Ssr2","Ssr2"
"1337","Stac","Stac"
"1338","Stat6","Stat6"
"1339","Stc1","Stc1"
"1340","Nek4","Nek4"
"1341","Strn","Strn"
"1342","Stx5a","Stx5"
"1343","Stxbp1","Stxbp1"
"1344","Supt5","Supt5h"
"1345","Supv3l1","Supv3l1"
"1346","Surf1","LOC100912008"
"1347","Surf1","Surf1"
"1348","Suv39h1","Suv39h1l1"
"1349","Sycp1","Sycp1"
"1350","Syk","Syk"
"1351","Syp","Syp"
"1352","T","Tbxt"
"1353","Tac1","Tac1"
"1354","Adam17","Adam17"
"1355","Tagln","Tagln"
"1356","Tal1","Tal1"
"1357","Tapbp","Tapbp"
"1358","Tbcc","Tbcc"
"1359","Tbp","Tbp"
"1360","Tcf4","Tcf4"
"1361","Tcf3","Tcf3"
"1362","Gcfc2","Gcfc2"
"1363","Nfe2l2","Nfe2l2"
"1364","Tcf21","Tcf21"
"1365","Tdg","Tdg"
"1366","Tdg-ps","Tdg"
"1367","Tdgf1","Tdgf1"
"1368","Tead1","Tead1"
"1369","Tmbim6","Tmbim6"
"1370","Tfap2a","Tfap2a"
"1371","Tfap2e","Tfap2e"
"1372","Tfap2c","Tfap2c"
"1373","Tfap4","Tfap4"
"1374","Arfrp1","Arfrp1"
"1375","Tff1","Tff1"
"1376","Tff3","Tff3"
"1377","Tfr2","Tfr2"
"1378","Tfrc","Tfrc"
"1379","Tg","Tg"
"1380","Tgfa","Tgfa"
"1381","Tgfb2","Tgfb2"
"1382","Tgfb3","Tgfb3"
"1383","Lefty2","Lefty2"
"1384","Tgfbr2","Tgfbr2"
"1385","Tgfbr3","Tgfbr3"
"1386","Thbs2","Thbs2"
"1387","Thrsp","Thrsp"
"1388","Tiam1","Tiam1"
"1389","Timp2","Timp2"
"1390","Tjp1","Tjp1"
"1391","Icam5","Icam5"
"1392","Sec62","Sec62"
"1393","Tspan4","LOC100911766"
"1394","Tspan4","Tspan4"
"1396","Lbr","Lbr"
"1397","Cldn5","Cldn5"
"1398","Tnni1","Tnni1"
"1399","Top1","Top1"
"1400","Tpd52l1","Tpd52l1"
"1401","Tpd52l2","Tpd52l2"
"1402","Tpp2","Tpp2"
"1403","Nr2c2","Nr2c2"
"1404","Hsp90b1","Hsp90b1"
"1405","Trpc1","Trpc1"
"1406","Eipr1","Eipr1"
"1407","Phlda2","Phlda2"
"1408","Gfus","Gfus"
"1409","Ttc1","Ttc1"
"1410","Dnajc3","Dnajc3"
"1411","Ttc3","Ttc3"
"1412","Nkx2-1","Nkx2-1"
"1413","Ttk","Ttk"
"1414","Tufm","Tufm"
"1415","Tulp1","Tulp1"
"1416","Tulp2","Tulp2"
"1417","Tnfsf4","Tnfsf4"
"1418","Tnfrsf4","Tnfrsf4"
"1419","Txk","Txk"
"1420","Uba7","Uba7"
"1421","Ube2d2a","Ube2d2"
"1422","Ube2g1","Ube2g1"
"1423","Sumo1","Sumo1"
"1424","Ucn","Ucn"
"1425","Ucp2","Ucp2"
"1426","Ucp3","Ucp3"
"1427","Scgb1a1","Scgb1a1"
"1428","Ugdh","Ugdh"
"1429","Umod","Umod"
"1430","Upp1","Upp1"
"1431","Uqcrc1","Uqcrc1"
"1432","Usf2","Usf2"
"1433","Usp1","Usp1"
"1434","Vav2","Vav2"
"1436","Vegfa","Vegfa"
"1437","Vgf","Vgf"
"1438","Vim","Vim"
"1439","Vip","Vip"
"1440","Vipr2","Vipr2"
"1441","Vrk1","Vrk1"
"1442","Vsnl1","Vsnl1"
"1443","Coro2a","Coro2a"
"1444","Wnt8b","Wnt8b"
"1445","Wnt9b","Wnt9b"
"1446","Xpo1","Xpo1"
"1447","Xrcc4","Xrcc4"
"1448","Yy1","Yy1"
"1449","Zfp36","Zfp36"
"1450","Zbtb14","Zfp161"
"1451","Zfx","Zfx"
"1452","Zic1","Zic1"
"1453","Cnbp","Cnbp"
"1454","Zfp105","Zfp105"
"1455","Zfp523","Zfp523"
"1456","Zfp169","Zfp169"
"1457","Zbtb17","Zbtb17"
"1458","Zfp13","Zfp13"
"1459","Dnali1","Dnali1"
"1460","Ptp4a1","LOC102547074"
"1461","Ptp4a1","Ptp4a1"
"1462","Pax8","Pax8"
"1463","Fzd5","Fzd5"
"1464","Scg2","Scg2"
"1465","Usp7","Usp7"
"1466","Dek","Dek"
"1467","Rassf7","Rassf7"
"1468","Cul5","Cul5"
"1469","Mfap5","Mfap5"
"1470","Hmga2","Hmga2"
"1471","Gpr68","Gpr68"
"1472","Gpr68","LOC102553138"
"1473","Nrip1","Nrip1"
"1474","Naa10","Naa10"
"1475","Axin1","Axin1"
"1476","Cdc45","Cdc45"
"1477","Fzd6","Fzd6"
"1478","Fzd9","Fzd9"
"1479","Hyal3","Hyal3"
"1480","Nme5","Nme5"
"1481","Pip4k2b","Pip4k2b"
"1482","Pla2g6","Pla2g6"
"1483","Pla2g10","Pla2g10"
"1484","Slc25a11","Slc25a11"
"1485","Ulk1","Ulk1"
"1486","Anxa9","Anxa9"
"1487","Ltbp4","Ltbp4"
"1488","Zfp282","Zfp282"
"1489","Nsmaf","Nsmaf"
"1490","Doc2a","Doc2a"
"1491","Dhx16","Dhx16"
"1492","Cul4b","Cul4b"
"1493","Cul3","Cul3"
"1494","Cul2","Cul2"
"1495","Cul1","Cul1"
"1496","Foxn1","Foxn1"
"1497","Tpst2","Tpst2"
"1498","Tpst1","Tpst1"
"1499","Klf11","Klf11"
"1500","Aurka","Aurka"
"1501","Fkbp6","Fkbp6"
"1502","Gpr65","Gpr65"
"1503","Rae1","Rae1"
"1504","Ofd1","Ofd1"
"1505","Sema7a","Sema7a"
"1506","Cilp","Cilp"
"1507","Slc4a7","Slc4a7"
"1508","Rgs5","Rgs5"
"1509","Map4k3","Map4k3"
"1510","Ppfibp1","Ppfibp1"
"1511","Slc43a1","Slc43a1"
"1512","Pkp4","Pkp4"
"1513","Pik3r3","Pik3r3"
"1514","Pex3","Pex3"
"1515","Cntnap1","Cntnap1"
"1516","Enc1","Enc1"
"1517","Nipsnap1","Nipsnap1"
"1518","Itga10","Itga10"
"1519","Ikbkg","Ikbkg"
"1520","Elp1","Elp1"
"1521","Hat1","Hat1"
"1522","Gcm1","Gcm1"
"1524","Ybx3","Ybx3"
"1525","Cpz","Cpz"
"1526","Cops3","Cops3"
"1527","Chst1","Chst1"
"1528","Cbx4","Cbx4"
"1529","Bcas1","Bcas1"
"1530","Barx2","Barx2"
"1531","Agps","Agps"
"1532","Pir","Pir"
"1533","Cggbp1","Cggbp1"
"1534","Bhlhe40","Bhlhe40"
"1536","Prpf18","Prpf18"
"1537","Kmo","Kmo"
"1538","Yars","Yars1"
"1539","Pdxk","Pdxk"
"1540","Khsrp","Khsrp"
"1541","Pdlim4","Pdlim4"
"1542","Cask","Cask"
"1543","Akr7a5","Akr7a2"
"1544","Prkra","Prkra"
"1545","Stk16","Stk16"
"1546","Scarf1","Scarf1"
"1547","Ly6d","Ly6d"
"1548","Olfr2","LOC100911376"
"1549","Olfr2","Olr226"
"1550","Tnfsf11","Tnfsf11"
"1551","Rgs20","Rgs20"
"1552","Fam193a","Fam193a"
"1554","Plpp2","Plpp2"
"1555","Stc2","Stc2"
"1556","Uso1","Uso1"
"1557","Cadps","Cadps"
"1558","Pde8b","Pde8b"
"1559","Psmg1","Psmg1"
"1560","Rfxank","Rfxank"
"1561","Jrk","Jrk"
"1562","Skap1","Skap1"
"1563","Unc5c","Unc5c"
"1564","Rtca","Rtca"
"1566","Oasl1","Oasl"
"1567","Aoc3","Aoc3"
"1568","Dchs1","Dchs1"
"1569","Kcnk5","Kcnk5"
"1570","Chrd","Chrd"
"1571","Numb","Numb"
"1572","Socs1","Socs1"
"1573","Irs2","Irs2"
"1574","Eif3a","Eif3a"
"1575","Eif3b","Eif3b"
"1576","Eif3c","Eif3c"
"1577","Eif3d","Eif3d"
"1578","Eif3f","Eif3f"
"1579","Eif3g","Eif3g"
"1580","Eif3h","Eif3h"
"1581","Eif3h","LOC100911110"
"1582","Eif3i","Eif3i"
"1583","Eif4g3","Eif4g3"
"1584","Stx16","Stx16"
"1585","Stx11","Stx11"
"1586","Becn1","Becn1"
"1587","Jrkl","Jrkl"
"1588","S1pr4","S1pr4"
"1589","Mrpl40","Mrpl40"
"1590","Dnah11","Dnah11"
"1591","B4galt2","B4galt2"
"1592","B3galt4","B3galt4"
"1593","Tradd","Tradd"
"1594","Mbtps1","Mbtps1"
"1595","Edf1","Edf1"
"1596","Snx30","Snx30"
"1597","Uri1","Uri1"
"1598","Eed","Eed"
"1599","Ctnnal1","Ctnnal1"
"1600","Rnmt","Rnmt"
"1601","Ripk1","Ripk1"
"1603","Tnfsf14","Tnfsf14"
"1604","Tnfsf10","Tnfsf10"
"1605","Adam23","Adam23"
"1606","Adam15","Adam15"
"1607","Adam7","Adam7"
"1608","Tnfrsf14","Tnfrsf14"
"1609","Fadd","Fadd"
"1611","Napa","Napa"
"1612","Mtmr1","Mtmr1"
"1613","Mpdz","Mpdz"
"1614","Riok3","Riok3"
"1615","Matn4","Matn4"
"1616","Rgs9","Rgs9"
"1617","Dlk1","Dlk1"
"1618","Fpgt","Fpgt"
"1619","Tnfrsf11a","Tnfrsf11a"
"1620","Scel","Scel"
"1621","Pex11b","Pex11b"
"1622","Suclg2","Suclg2"
"1623","Sucla2","Sucla2"
"1624","Il18rap","Il18rap"
"1625","Il1rl2","Il1rl2"
"1626","Il18r1","Il18r1"
"1627","Il1rl1","Il1rl1"
"1628","Galr2","Galr2"
"1629","Galr2","LOC100910349"
"1630","Dpm1","Dpm1"
"1631","Banf1","Banf1"
"1632","Fgf18","Fgf18"
"1633","Sap30","Sap30"
"1634","Inpp4a","Inpp4a"
"1635","Fgf17","Fgf17"
"1636","Nrp2","Nrp2"
"1637","Nrp1","Nrp1"
"1638","Tmem11","Tmem11"
"1639","Socs2","Socs2"
"1640","Ggh","Ggh"
"1641","Ccn5","Ccn5"
"1642","Ccn4","Ccn4"
"1643","Akap4","Akap4"
"1644","Asap2","Asap2"
"1645","Proz","Proz"
"1646","Ldb1","Ldb1"
"1647","St3gal5","St3gal5"
"1648","Ier3","Ier3"
"1649","Arhgef7","Arhgef7"
"1650","Sgpl1","Sgpl1"
"1651","Cdc16","Cdc16"
"1652","Zpr1","Zpr1"
"1653","Mcm3ap","Mcm3ap"
"1654","Eif2b5","Eif2b5"
"1655","Eif2s2","Eif2s2"
"1656","Ap1s2","Ap1s2"
"1657","Bcl10","Bcl10"
"1658","Foxh1","Foxh1"
"1659","Mbd4","Mbd4"
"1660","Mbd3","Mbd3"
"1661","Mbd2","Mbd2"
"1662","Skap2","Skap2"
"1663","Wasf1","Wasf1"
"1664","St13","St13"
"1665","Top3b","Top3b"
"1666","Cdk5r2","Cdk5r2"
"1667","Kynu","Kynu"
"1668","Ap3d1","Ap3d1"
"1669","Stbd1","Stbd1"
"1670","Selenbp1","Selenbp1"
"1671","Selenbp2","Selenbp1"
"1672","Atp6v0e","Atp6v0e1"
"1673","Hap1","Hap1"
"1674","Slc25a14","Slc25a14"
"1675","Mpzl1","Mpzl1"
"1676","Map3k14","Map3k14"
"1677","Socs3","Socs3"
"1678","Ch25h","Ch25h"
"1679","Rnf8","Rnf8"
"1680","Rhbdl1","Rhbdl1"
"1681","Tm4sf5","Tm4sf5"
"1682","Ccrl2","Ccrl2"
"1683","Sema5a","Sema5a"
"1684","Uba3","Uba3"
"1685","Ube2m","Ube2m"
"1686","Myom2","Myom2"
"1687","Spag9","Spag9"
"1688","Dok2","Dok2"
"1689","Sh2d2a","Sh2d2a"
"1690","Aip","Aip"
"1691","Gprc5a","Gprc5a"
"1692","Slc13a2","Slc13a2"
"1693","Tnk1","Tnk1"
"1694","Bbox1","Bbox1"
"1695","Pax2","Pax2"
"1696","Npr2","Npr2"
"1697","Nfkb1","Nfkb1"
"1698","Osmr","Osmr"
"1699","Fcgr2b","Fcgr2b"
"1700","Gjb2","Gjb2"
"1701","Adcy3","Adcy3"
"1702","Ampd2","Ampd2"
"1703","Arrb1","Arrb1"
"1704","Atic","Atic"
"1705","Atox1","Atox1"
"1706","Atp5a1","Atp5f1a"
"1707","Atp6v0b","Atp6v0b"
"1708","B2m","B2m"
"1709","Bcl2a1a","Bcl2a1"
"1710","Bcl2a1b","Bcl2a1"
"1711","Bcl2a1d","Bcl2a1"
"1712","Bcl2l2","Bcl2l2"
"1713","Bnip3","Bnip3"
"1714","Bysl","Bysl"
"1715","C3ar1","C3ar1"
"1716","Kyat3","Kyat3"
"1717","Ccng1","Ccng1"
"1718","Cdh16","Cdh16"
"1719","Cdkn1b","Cdkn1b"
"1720","Ap2m1","Ap2m1"
"1721","Ap2s1","Ap2s1"
"1722","Cox8a","Cox8a"
"1723","Crybb3","Crybb3"
"1724","Dctn1","Dctn1"
"1725","Ddit3","Ddit3"
"1726","Dntt","Dntt"
"1727","Echs1","Echs1"
"1728","Echs1","LOC100911186"
"1729","Efnb2","Efnb2"
"1730","Eif2s1","Eif2s1"
"1731","Eif4ebp1","Eif4ebp1"
"1732","Eif4ebp2","Eif4ebp2"
"1733","Emx2","Emx2"
"1734","Eya4","Eya4"
"1735","Efemp1","Efemp1"
"1736","Fcer1g","Fcer1g"
"1737","Fcgrt","Fcgrt"
"1738","Fdxr","Fdxr"
"1739","Fen1","Fen1"
"1740","Fgf11","Fgf11"
"1741","Fgf13","Fgf13"
"1742","Fgf14","Fgf14"
"1743","Fkbp5","Fkbp5"
"1744","Flt3","Flt3"
"1745","Gip","Gip"
"1746","Gng11","Gng11"
"1747","Gng11","LOC100912034"
"1748","Gps1","Gps1"
"1749","Habp2","Habp2"
"1750","Kcnmb1","Kcnmb1"
"1751","Lbp","Lbp"
"1752","Cited1","Cited1"
"1753","Myo9b","Myo9b"
"1754","Ndufb7","Ndufb7"
"1755","Drg1","Drg1"
"1756","Prkar2a","Prkar2a"
"1757","Pspn","Pspn"
"1758","Pyy","Pyy"
"1759","Rab27a","Rab27a"
"1760","Rbp2","Rbp2"
"1761","Rrad","Rrad"
"1762","Sdha","Sdha"
"1763","Shmt1","Shmt1"
"1764","Slc1a2","Slc1a2"
"1765","Snrpd3","Snrpd3"
"1766","Srebf1","Srebf1"
"1767","Tank","Tank"
"1768","Wars","Wars1"
"1769","Usp2","Usp2"
"1770","Aifm1","Aifm1"
"1771","Syngr3","Syngr3"
"1772","Fibp","Fibp"
"1773","Ebag9","Ebag9"
"1774","Pttg1","Pttg1"
"1775","Ube2l6","Ube2l6"
"1776","Gpr50","Gpr50"
"1777","Mfhas1","Mfhas1"
"1778","Cyth3","Cyth3"
"1779","S1pr2","S1pr2"
"1780","Atp6v1f","Atp6v1f"
"1781","Socs6","Socs6"
"1782","Cd83","Cd83"
"1783","Klf4","Klf4"
"1784","Cops2","Cops2"
"1785","Trip13","Trip13"
"1786","Jmjd1c","Jmjd1c"
"1787","Glp2r","Glp2r"
"1788","Eftud2","Eftud2"
"1789","Prlhr","Prlhr"
"1790","Rab28","Rab28"
"1791","Rab9b","Rab9b"
"1792","Slc9a3r1","Slc9a3r1"
"1793","Plaa","Plaa"
"1794","Slc22a13","Slc22a13"
"1796","Cd101","Cd101"
"1797","Recql4","Recql4"
