"","Symbol_Rat","Symbol_Human"
"940","Kpnb1","KPNB1"
"941","Kpna2","KPNA2"
"942","LOC100359600","KPNA2"
"943","Ipo5","IPO5"
"944","Krt15","KRT15"
"945","Krt19","KRT19"
"946","Krt35","KRT35"
"947","Krt86","KRT86"
"948","Aff3","AFF3"
"949","Lag3","LAG3"
"950","Lalba","LALBA"
"951","Lamb1","LAMB1"
"952","Lamb2","LAMB2"
"953","Lamc1","LAMC1"
"954","Lect2","LECT2"
"955","Lepr","LEPR"
"956","Lif","LIF"
"957","Lifr","LIFR"
"958","Lig4","LIG4"
"959","Limk1","LIMK1"
"960","Lox","LOX"
"961","Loxl2","LOXL2"
"962","Lrp1","LRP1"
"963","Lrp3","LRP3"
"964","Lrp5","LRP5"
"965","Lrp6","LRP6"
"966","Lsp1","LSP1"
"967","Ltb","LTB"
"968","Ltbr","LTBR"
"969","Ltf","LTF"
"970","Ly6h","LY6H"
"971","Ly9","LY9"
"972","Sh2d1a","SH2D1A"
"973","Tacstd2","TACSTD2"
"974","Epcam","EPCAM"
"975","Mxd1","MXD1"
"976","Mad2l1","MAD2L1"
"977","Mafk","MAFK"
"978","Mag","MAG"
"979","Magoh","MAGOH"
"980","Man2a1","MAN2A1"
"981","Map1a","MAP1A"
"982","Map2","MAP2"
"983","Map4","MAP4"
"984","Mas1","MAS1"
"985","Matn1","MATN1"
"986","Matn3","MATN3"
"987","Max","MAX"
"988","Mc1r","MC1R"
"989","Mcm3","MCM3"
"990","Mdk","MDK"
"991","Mdm2","MDM2"
"992","Mdm4","MDM4"
"993","Slc3a2","SLC3A2"
"994","Mest","MEST"
"995","Mfap2","MFAP2"
"996","Mfng","MFNG"
"997","Mgat1","MGAT1"
"998","Mgat2","MGAT2"
"999","Mgat5","MGAT5"
"1000","Mgst2","MGST2"
"1001","Mki67","MKI67"
"1002","Mmp19","MMP19"
"1003","Mnat1","MNAT1"
"1004","Mpg","MPG"
"1005","Mpi","MPI"
"1006","Msh3","MSH3"
"1007","Msh4","MSH4"
"1008","Msmb","MSMB"
"1009","Msn","MSN"
"1010","Map3k10","MAP3K10"
"1011","Mst1r","MST1R"
"1012","Msx1","MSX1"
"1013","Msx2","MSX2"
"1014","Nudt1","NUDT1"
"1015","Mtif2","MTIF2"
"1016","Irf4","IRF4"
"1017","Mvd","MVD"
"1018","Mx2","MX1"
"1019","Mybpc1","MYBPC1"
"1020","Mybl2","MYBL2"
"1021","Myd88","MYD88"
"1022","Myf6","MYF6"
"1023","Myog","MYOG"
"1024","Nubp1","NUBP1"
"1025","Nbn","NBN"
"1026","Ncbp1","NCBP1"
"1027","Ndufa6","NDUFA6"
"1028","Ndufb6","NDUFB6"
"1029","Ndufc1","NDUFC1"
"1030","Ndufs4","NDUFS4"
"1031","Ndufs8","NDUFS8"
"1032","Nek3","NEK3"
"1033","Neo1","NEO1"
"1034","Neurod1","NEUROD1"
"1035","Nfix","NFIX"
"1036","Nfkb2","NFKB2"
"1037","Nfx1","NFX1"
"1038","Ngf","NGF"
"1039","Ngfr","NGFR"
"1040","Nid1","NID1"
"1041","Nkx2-2","NKX2-2"
"1042","Gpnmb","GPNMB"
"1043","Ccn3","CCN3"
"1044","Npas1","NPAS1"
"1045","Npas2","NPAS2"
"1046","Npat","NPAT"
"1047","Nptx1","NPTX1"
"1048","Nptx2","NPTX2"
"1049","Nt5e","NT5E"
"1050","Ntf3","NTF3"
"1051","Nthl1","NTHL1"
"1052","Ntrk1","NTRK1"
"1053","Nup88","NUP88"
"1054","Nvl","NVL"
"1055","Oas1a","OAS1"
"1056","Ocln","OCLN"
"1057","Odc1","ODC1"
"1058","Ogg1","OGG1"
"1059","Olr1","OLR1"
"1060","Tnfrsf11b","TNFRSF11B"
"1061","Ophn1","OPHN1"
"1062","Olr1517","OR3A1"
"1063","Slc22a18","SLC22A18"
"1064","P2rx1","P2RX1"
"1065","P2rx3","P2RX3"
"1066","P2rx4","P2RX4"
"1067","P2rx5","P2RX5"
"1068","P2ry1","P2RY1"
"1069","P2ry2","P2RY2"
"1070","Furin","FURIN"
"1071","Pafah1b2","PAFAH1B2"
"1072","Pafah1b3","PAFAH1B3"
"1073","Pak1","PAK1"
"1074","Palm","PALM"
"1075","Pawr","PAWR"
"1076","Pcdh8","PCDH8"
"1077","Pck1","PCK1"
"1078","Pcna","PCNA"
"1079","Pcolce","PCOLCE"
"1080","Cdk18","CDK18"
"1081","Pdc","PDC"
"1082","Pdcd2","PDCD2"
"1083","Pde2a","PDE2A"
"1084","Pde4b","PDE4B"
"1085","Pde6d","PDE6D"
"1086","Pde6g","PDE6G"
"1087","Pde7a","PDE7A"
"1088","Pde8a","PDE8A"
"1089","Pdgfrb","PDGFRB"
"1090","Pdzk1","PDZK1"
"1091","Serpinf1","SERPINF1"
"1092","Per1","PER1"
"1093","Pex13","PEX13"
"1094","Cfp","CFP"
"1095","Pfdn5","PFDN5"
"1096","LOC100909840","PFN2"
"1097","Pfn2","PFN2"
"1098","Pgf","PGF"
"1099","Pgm1","PGM1"
"1100","Phb","PHB"
"1101","Phka1","PHKA1"
"1102","Piga","PIGA"
"1103","Pigr","PIGR"
"1104","Pik3c3","PIK3C3"
"1105","Pip","PIP"
"1106","Plag1","PLAG1"
"1107","Plcg1","PLCG1"
"1108","Plek","PLEK"
"1109","Plin1","PLIN1"
"1111","Plp2","PLP2"
"1112","Plrg1","PLRG1"
"1113","Polb","POLB"
"1114","Pold1","POLD1"
"1115","Pole2","POLE2"
"1116","Polg","POLG"
"1117","Polr2c","POLR2C"
"1118","Polr2e","POLR2E"
"1119","Polr2g","POLR2G"
"1120","Pou4f3","POU4F3"
"1121","Ppl","PPL"
"1122","Ppm1b","PPM1B"
"1123","Ppp1r7","PPP1R7"
"1124","Ppp1r10","PPP1R10"
"1125","Ppp2r2a","PPP2R2A"
"1126","Ppp4c","PPP4C"
"1127","Ppy","PPY"
"1128","Prelp","PRELP"
"1129","Prep","PREP"
"1130","Prg2","PRG2"
"1131","Pkn2","PKN2"
"1132","Prkd3","PRKD3"
"1133","Prkcsh","PRKCSH"
"1134","Mapk4","MAPK4"
"1135","LOC100912585","MAPK7"
"1136","Mapk7","MAPK7"
"1137","Map2k1","MAP2K1"
"1138","Prox1","PROX1"
"1139","Prpsap2","PRPSAP2"
"1140","Tmprss15","TMPRSS15"
"1141","Psma1","PSMA1"
"1142","Psma2","PSMA2"
"1143","Psma3","PSMA3"
"1144","Psma4","PSMA4"
"1145","Psma5","PSMA5"
"1146","Psma6","PSMA6"
"1147","Psma8","PSMA8"
"1148","Psmb1","PSMB1"
"1149","Psmb2","PSMB2"
"1150","Psmb3","PSMB3"
"1151","Psmb4","PSMB4"
"1152","Psmb7","PSMB7"
"1153","Psmb9","PSMB9"
"1154","Psmc1","PSMC1"
"1155","Psmc2","PSMC2"
"1156","Psmc3","PSMC3"
"1157","Psmc5","PSMC5"
"1158","Psmd1","PSMD1"
"1159","Psmd2","PSMD2"
"1160","Psmd3","PSMD3"
"1161","Psmd7","PSMD7"
"1162","Psmd9","PSMD9"
"1163","Psmd11","PSMD11"
"1164","Psmd12","PSMD12"
"1165","Psmd13","PSMD13"
"1166","Psme3","PSME3"
"1167","Pthlh","PTHLH"
"1168","Ptn","PTN"
"1169","Ptpn1","PTPN1"
"1170","Ptpn4","PTPN4"
"1171","Ptpn9","PTPN9"
"1172","Ptpn11","PTPN11"
"1173","Ptprb","PTPRB"
"1174","Ptprc","PTPRC"
"1175","Ptprg","PTPRG"
"1176","Ptprj","PTPRJ"
"1177","Ptprn2","PTPRN2"
"1178","Ptprr","PTPRR"
"1179","Ptprz1","PTPRZ1"
"1180","Pvalb","PVALB"
"1181","Nectin1","NECTIN1"
"1182","Abcd3","ABCD3"
"1183","Aldh18a1","ALDH18A1"
"1184","Pcyt2","PCYT2"
"1185","Pygm","PYGM"
"1186","Rab3b","RAB3B"
"1187","Rad51","RAD51"
"1188","Rad51d","RAD51D"
"1189","Rap1a","RAP1A"
"1190","Rap1gap","RAP1GAP"
"1191","Rarres1","RARRES1"
"1192","Rarres2","RARRES2"
"1193","Rasa1","RASA1"
"1194","Rasgrf2","RASGRF2"
"1195","Rbl1","RBL1"
"1196","Rbp1","RBP1"
"1197","Rcn2","RCN2"
"1198","Rcvrn","RCVRN"
"1199","Rdh5","RDH5"
"1200","Nf2","NF2"
"1201","Rel","REL"
"1202","Renbp","RENBP"
"1203","Upf1","UPF1"
"1204","Rfc1","RFC1"
"1205","Rfc3","RFC3"
"1206","Rfx1","RFX1"
"1207","Rgs1","RGS1"
"1208","Rgs2","RGS2"
"1209","Rgs7","RGS7"
"1210","Rgs12","RGS12"
"1211","Rgs16","RGS16"
"1212","Grk1","GRK1"
"1213","Rit2","RIT2"
"1214","Rnf2","RNF2"
"1215","Rnaseh1","RNASEH1"
"1216","Rnh1","RNH1"
"1217","Abce1","ABCE1"
"1218","Robo1","ROBO1"
"1219","Ros1","ROS1"
"1220","Rpa1","RPA1"
"1221","Mrpl12","MRPL12"
"1222","Rpn1","RPN1"
"1223","Rpn2","RPN2"
"1224","Rreb1","RREB1"
"1225","Rxra","RXRA"
"1226","S100a3","S100A3"
"1227","S100a5","S100A5"
"1228","S100a8","S100A8"
"1229","S100a9","S100A9"
"1230","S100a10","S100A10"
"1231","Safb","SAFB"
"1232","Sall1","SALL1"
"1233","Satb1","SATB1"
"1234","Atxn2","ATXN2"
"1235","Clec11a","CLEC11A"
"1236","Scn9a","SCN9A"
"1237","Ccl2","CCL13"
"1238","Ccl3","CCL3L3"
"1239","Ccl5","CCL5"
"1240","Ccl12","CCL2"
"1241","Ccl17","CCL17"
"1242","Ccl21","CCL21"
"1243","Ccl24","CCL24"
"1244","Xcl1","XCL1"
"1245","Cx3cl1","CX3CL1"
"1246","Sdc1","SDC1"
"1247","Sdc2","SDC2"
"1248","Sdhb","SDHB"
"1249","Sdhc","SDHC"
"1250","Selp","SELP"
"1251","Selplg","SELPLG"
"1252","Selenow","SELENOW"
"1253","Sfrp1","SFRP1"
"1254","Sfrp4","SFRP4"
"1255","Sfrp5","SFRP5"
"1256","Sftpc","SFTPC"
"1257","Sftpd","SFTPD"
"1258","Sh3bgrl","SH3BGRL"
"1259","Sh3bp2","SH3BP2"
"1260","Itsn1","ITSN1"
"1261","St6gal1","ST6GAL1"
"1262","St8sia1","ST8SIA1"
"1263","Stil","STIL"
"1264","Slc5a2","SLC5A2"
"1265","Slc6a1","SLC6A1"
"1266","Slc6a6","SLC6A6"
"1267","Slc34a2","SLC34A2"
"1268","Slc18a2","SLC18A2"
"1269","Slit1","SLIT1"
"1270","Slit3","SLIT3"
"1271","Smarca2","SMARCA2"
"1272","Smarcb1","SMARCB1"
"1273","Smarcc2","SMARCC2"
"1274","Smarcd3","SMARCD3"
"1275","Snapc1","SNAPC1"
"1276","Snapc2","SNAPC2"
"1277","Sncb","SNCB"
"1278","Snapc4","SNAPC4"
"1279","Sncg","SNCG"
"1280","Snrpa1","SNRPA1"
"1281","Snta1","SNTA1"
"1282","Snx2","SNX2"
"1283","Soat1","SOAT1"
"1284","Sod3","SOD3"
"1285","Sorl1","SORL1"
"1286","Sox4","SOX4"
"1287","Sp2","SP2"
"1288","Sp4","SP4"
"1289","Uap1","UAP1"
"1290","LOC100911109","SPAG4"
"1291","Spag4","SPAG4"
"1292","Spi1","SPI1"
"1293","Sptan1","SPTAN1"
"1294","Sptbn1","SPTBN1"
"1295","Sqle","SQLE"
"1296","Srp19","SRP19"
"1297","Srp54a","SRP54"
"1298","Srpra","SRPRA"
"1299","Trim21","TRIM21"
"1300","Ssb","SSB"
"1301","Ssr1","SSR1"
"1302","Ssr2","SSR2"
"1303","Stac","STAC"
"1304","Stat6","STAT6"
"1305","Stc1","STC1"
"1306","Nek4","NEK4"
"1307","Strn","STRN"
"1308","Stx5","STX5"
"1309","Stxbp1","STXBP1"
"1310","Supt5h","SUPT5H"
"1311","Supv3l1","SUPV3L1"
"1312","LOC100912008","SURF1"
"1313","Surf1","SURF1"
"1314","Suv39h1l1","SUV39H1"
"1315","Sycp1","SYCP1"
"1316","Syk","SYK"
"1317","Syp","SYP"
"1318","Tbxt","TBXT"
"1319","Tac1","TAC1"
"1320","Adam17","ADAM17"
"1321","Tagln","TAGLN"
"1322","Tal1","TAL1"
"1323","Tapbp","TAPBP"
"1324","Tbcc","TBCC"
"1325","Tbp","TBP"
"1326","Tcf4","TCF4"
"1327","Tcf3","TCF3"
"1328","Gcfc2","GCFC2"
"1329","Nfe2l2","NFE2L2"
"1330","Tcf21","TCF21"
"1331","Tdg","TDG"
"1332","Tdgf1","TDGF1"
"1333","Tead1","TEAD1"
"1334","Tmbim6","TMBIM6"
"1335","Tfap2a","TFAP2A"
"1336","Tfap2e","TFAP2E"
"1337","Tfap2c","TFAP2C"
"1338","Tfap4","TFAP4"
"1339","Arfrp1","ARFRP1"
"1340","Tff1","TFF1"
"1341","Tff3","TFF3"
"1342","Tfr2","TFR2"
"1343","Tfrc","TFRC"
"1344","Tg","TG"
"1345","Tgfa","TGFA"
"1346","Tgfb2","TGFB2"
"1347","Tgfb3","TGFB3"
"1348","Lefty2","LEFTY2"
"1349","Tgfbr2","TGFBR2"
"1350","Tgfbr3","TGFBR3"
"1351","Thbs2","THBS2"
"1352","Thrsp","THRSP"
"1353","Tiam1","TIAM1"
"1354","Timp2","TIMP2"
"1355","Tjp1","TJP1"
"1356","Icam5","ICAM5"
"1357","Sec62","SEC62"
"1358","LOC100911766","TSPAN4"
"1359","Tspan4","TSPAN4"
"1360","Lbr","LBR"
"1361","Cldn5","CLDN5"
"1362","Tnni1","TNNI1"
"1363","Top1","TOP1"
"1364","Tpd52l1","TPD52L1"
"1365","Tpd52l2","TPD52L2"
"1366","Tpp2","TPP2"
"1367","Nr2c2","NR2C2"
"1368","Hsp90b1","HSP90B1"
"1369","Trpc1","TRPC1"
"1370","Eipr1","EIPR1"
"1371","Phlda2","PHLDA2"
"1372","Gfus","GFUS"
"1373","Ttc1","TTC1"
"1374","Dnajc3","DNAJC3"
"1375","Ttc3","TTC3"
"1376","Nkx2-1","NKX2-1"
"1377","Ttk","TTK"
"1378","Tufm","TUFM"
"1379","Tulp1","TULP1"
"1380","Tulp2","TULP2"
"1381","Tnfsf4","TNFSF4"
"1382","Tnfrsf4","TNFRSF4"
"1383","Txk","TXK"
"1384","Uba7","UBA7"
"1385","Ube2d2","UBE2D2"
"1386","Ube2g1","UBE2G1"
"1387","Sumo1","SUMO1"
"1388","Ucn","UCN"
"1389","Ucp2","UCP2"
"1390","Ucp3","UCP3"
"1391","Scgb1a1","SCGB1A1"
"1392","Ugdh","UGDH"
"1393","Umod","UMOD"
"1394","Upp1","UPP1"
"1395","Uqcrc1","UQCRC1"
"1396","Usf2","USF2"
"1397","Usp1","USP1"
"1398","Vav2","VAV2"
"1399","Vegfa","VEGFA"
"1400","Vgf","VGF"
"1401","Vim","VIM"
"1402","Vip","VIP"
"1403","Vipr2","VIPR2"
"1404","Vrk1","VRK1"
"1405","Vsnl1","VSNL1"
"1406","Coro2a","CORO2A"
"1407","Wnt8b","WNT8B"
"1408","Wnt9b","WNT9B"
"1409","Xpo1","XPO1"
"1410","Xrcc4","XRCC4"
"1411","Yy1","YY1"
"1412","Zfp36","ZFP36"
"1413","Zfp161","ZBTB14"
"1414","Zfx","ZFX"
"1415","Zic1","ZIC1"
"1416","Cnbp","CNBP"
"1417","Zfp105","ZNF35"
"1418","Zfp523","ZNF76"
"1419","Zfp169","ZNF169"
"1420","Zbtb17","ZBTB17"
"1421","Zfp13","ZNF205"
"1422","Dnali1","DNALI1"
"1423","LOC102547074","PTP4A1"
"1424","Ptp4a1","PTP4A1"
"1425","Pax8","PAX8"
"1426","Fzd5","FZD5"
"1427","Scg2","SCG2"
"1428","Usp7","USP7"
"1429","Dek","DEK"
"1430","Rassf7","RASSF7"
"1431","Cul5","CUL5"
"1432","Mfap5","MFAP5"
"1434","Gpr68","GPR68"
"1435","LOC102553138","GPR68"
"1436","Nrip1","NRIP1"
"1437","Naa10","NAA10"
"1438","Axin1","AXIN1"
"1439","Cdc45","CDC45"
"1440","Fzd6","FZD6"
"1441","Fzd9","FZD9"
"1442","Hyal3","HYAL3"
"1443","Nme5","NME5"
"1444","Pip4k2b","PIP4K2B"
"1445","Pla2g6","PLA2G6"
"1446","Pla2g10","PLA2G10"
"1447","Slc25a11","SLC25A11"
"1448","Ulk1","ULK1"
"1449","Anxa9","ANXA9"
"1450","Ltbp4","LTBP4"
"1451","Zfp282","ZNF282"
"1452","Nsmaf","NSMAF"
"1453","Doc2a","DOC2A"
"1454","Dhx16","DHX16"
"1455","Cul4b","CUL4B"
"1456","Cul3","CUL3"
"1457","Cul2","CUL2"
"1458","Cul1","CUL1"
"1459","Foxn1","FOXN1"
"1460","Tpst2","TPST2"
"1461","Tpst1","TPST1"
"1462","Klf11","KLF11"
"1463","Aurka","AURKA"
"1464","Fkbp6","FKBP6"
"1465","Gpr65","GPR65"
"1466","Rae1","RAE1"
"1467","Ofd1","OFD1"
"1468","Sema7a","SEMA7A"
"1469","Cilp","CILP"
"1470","Slc4a7","SLC4A7"
"1471","Rgs5","RGS5"
"1472","Map4k3","MAP4K3"
"1473","Ppfibp1","PPFIBP1"
"1474","Slc43a1","SLC43A1"
"1475","Pkp4","PKP4"
"1476","Pik3r3","PIK3R3"
"1477","Pex3","PEX3"
"1478","Cntnap1","CNTNAP1"
"1479","Enc1","ENC1"
"1480","Nipsnap1","NIPSNAP1"
"1481","Itga10","ITGA10"
"1482","Ikbkg","IKBKG"
"1483","Elp1","ELP1"
"1484","Hat1","HAT1"
"1485","Gcm1","GCM1"
"1486","Ybx3","YBX3"
"1487","Cpz","CPZ"
"1488","Cops3","COPS3"
"1489","Chst1","CHST1"
"1490","Cbx4","CBX4"
"1491","Bcas1","BCAS1"
"1492","Barx2","BARX2"
"1493","Agps","AGPS"
"1494","Pir","PIR"
"1495","Cggbp1","CGGBP1"
"1496","Bhlhe40","BHLHE40"
"1497","Prpf18","PRPF18"
"1498","Kmo","KMO"
"1499","Yars1","YARS1"
"1500","Pdxk","PDXK"
"1501","Khsrp","KHSRP"
"1502","Pdlim4","PDLIM4"
"1503","Cask","CASK"
"1504","Akr7a2","AKR7A2"
"1505","Prkra","PRKRA"
"1506","Stk16","STK16"
"1507","Scarf1","SCARF1"
"1508","Ly6d","LY6D"
"1509","LOC100911376","OR6A2"
"1510","Olr226","OR6A2"
"1511","Tnfsf11","TNFSF11"
"1512","Rgs20","RGS20"
"1513","Fam193a","FAM193A"
"1514","Plpp2","PLPP2"
"1515","Stc2","STC2"
"1516","Uso1","USO1"
"1517","Cadps","CADPS"
"1518","Pde8b","PDE8B"
"1519","Psmg1","PSMG1"
"1520","Rfxank","RFXANK"
"1521","Jrk","JRK"
"1522","Skap1","SKAP1"
"1523","Unc5c","UNC5C"
"1524","Rtca","RTCA"
"1525","Oasl","OASL"
"1526","Aoc3","AOC3"
"1527","Dchs1","DCHS1"
"1528","Kcnk5","KCNK5"
"1529","Chrd","CHRD"
"1530","Numb","NUMB"
"1531","Socs1","SOCS1"
"1532","Irs2","IRS2"
"1533","Eif3a","EIF3A"
"1534","Eif3b","EIF3B"
"1535","Eif3c","EIF3C"
"1536","Eif3d","EIF3D"
"1537","Eif3f","EIF3F"
"1538","Eif3g","EIF3G"
"1539","Eif3h","EIF3H"
"1540","LOC100911110","EIF3H"
"1541","Eif3i","EIF3I"
"1542","Eif4g3","EIF4G3"
"1543","Stx16","STX16"
"1544","Stx11","STX11"
"1545","Becn1","BECN1"
"1546","Jrkl","JRKL"
"1547","S1pr4","S1PR4"
"1548","Mrpl40","MRPL40"
"1549","Dnah11","DNAH11"
"1550","B4galt2","B4GALT2"
"1551","B3galt4","B3GALT4"
"1552","Tradd","TRADD"
"1553","Mbtps1","MBTPS1"
"1554","Edf1","EDF1"
"1555","Snx30","SNX30"
"1556","Uri1","URI1"
"1557","Eed","EED"
"1558","Ctnnal1","CTNNAL1"
"1559","Rnmt","RNMT"
"1560","Ripk1","RIPK1"
"1561","Tnfsf14","TNFSF14"
"1562","Tnfsf10","TNFSF10"
"1563","Adam23","ADAM23"
"1564","Adam15","ADAM15"
"1565","Adam7","ADAM7"
"1566","Tnfrsf14","TNFRSF14"
"1567","Fadd","FADD"
"1568","Napa","NAPA"
"1569","Mtmr1","MTMR1"
"1570","Mpdz","MPDZ"
"1571","Riok3","RIOK3"
"1572","Matn4","MATN4"
"1573","Rgs9","RGS9"
"1574","Dlk1","DLK1"
"1575","Fpgt","FPGT"
"1576","Tnfrsf11a","TNFRSF11A"
"1577","Scel","SCEL"
"1578","Pex11b","PEX11B"
"1579","Suclg2","SUCLG2"
"1580","Sucla2","SUCLA2"
"1581","Il18rap","IL18RAP"
"1582","Il1rl2","IL1RL2"
"1583","Il18r1","IL18R1"
"1584","Il1rl1","IL1RL1"
"1585","Galr2","GALR2"
"1586","LOC100910349","GALR2"
"1587","Dpm1","DPM1"
"1588","Banf1","BANF1"
"1589","Fgf18","FGF18"
"1590","Sap30","SAP30"
"1591","Inpp4a","INPP4A"
"1592","Fgf17","FGF17"
"1593","Nrp2","NRP2"
"1594","Nrp1","NRP1"
"1595","Tmem11","TMEM11"
"1596","Socs2","SOCS2"
"1597","Ggh","GGH"
"1598","Ccn5","CCN5"
"1599","Ccn4","CCN4"
"1600","Akap4","AKAP4"
"1601","Asap2","ASAP2"
"1602","Proz","PROZ"
"1603","Ldb1","LDB1"
"1604","St3gal5","ST3GAL5"
"1605","Ier3","IER3"
"1606","Arhgef7","ARHGEF7"
"1607","Sgpl1","SGPL1"
"1608","Cdc16","CDC16"
"1609","Zpr1","ZPR1"
"1610","Mcm3ap","MCM3AP"
"1611","Eif2b5","EIF2B5"
"1612","Eif2s2","EIF2S2"
"1613","Bud31","BUD31"
"1614","Ap1s2","AP1S2"
"1615","Bcl10","BCL10"
"1616","Foxh1","FOXH1"
"1617","Mbd4","MBD4"
"1618","Mbd3","MBD3"
"1619","Mbd2","MBD2"
"1620","Skap2","SKAP2"
"1621","Wasf1","WASF1"
"1622","St13","ST13"
"1623","Top3b","TOP3B"
"1624","Cdk5r2","CDK5R2"
"1625","Kynu","KYNU"
"1626","Ap3d1","AP3D1"
"1627","Stbd1","STBD1"
"1628","Selenbp1","SELENBP1"
"1629","Atp6v0e1","ATP6V0E1"
"1630","Hap1","HAP1"
"1631","Slc25a14","SLC25A14"
"1632","Mpzl1","MPZL1"
"1633","Map3k14","MAP3K14"
"1634","Socs3","SOCS3"
"1635","Ch25h","CH25H"
"1636","Rnf8","RNF8"
"1637","Rhbdl1","RHBDL1"
"1638","Tm4sf5","TM4SF5"
"1639","Ccrl2","CCRL2"
"1640","Sema5a","SEMA5A"
"1641","Uba3","UBA3"
"1642","Ube2m","UBE2M"
"1643","Myom2","MYOM2"
"1644","Spag9","SPAG9"
"1645","Dok2","DOK2"
"1646","Sh2d2a","SH2D2A"
"1647","Aip","AIP"
"1648","Gprc5a","GPRC5A"
"1649","Slc13a2","SLC13A2"
"1650","Tnk1","TNK1"
"1651","Bbox1","BBOX1"
"1652","Pax2","PAX2"
"1653","Npr2","NPR2"
"1654","Nfkb1","NFKB1"
"1655","Osmr","OSMR"
"1656","Fcgr2b","FCGR2B"
"1657","Gjb2","GJB2"
"1658","Adcy3","ADCY3"
"1659","Ampd2","AMPD2"
"1660","Arrb1","ARRB1"
"1661","Atic","ATIC"
"1662","Atox1","ATOX1"
"1663","Atp5f1a","ATP5F1A"
"1664","Atp6v0b","ATP6V0B"
"1665","B2m","B2M"
"1666","Bcl2a1","BCL2A1"
"1667","Bcl2l2","BCL2L2"
"1668","Bnip3","BNIP3"
"1669","Bysl","BYSL"
"1670","C3ar1","C3AR1"
"1671","Kyat3","KYAT3"
"1672","Ccng1","CCNG1"
"1673","Cdh16","CDH16"
"1674","Cdkn1b","CDKN1B"
"1675","Ap2m1","AP2M1"
"1676","Ap2s1","AP2S1"
"1677","Cox8a","COX8A"
"1678","Crybb3","CRYBB3"
"1679","Dctn1","DCTN1"
"1680","Ddit3","DDIT3"
"1681","Dntt","DNTT"
"1682","Echs1","ECHS1"
"1683","LOC100911186","ECHS1"
"1684","Efnb2","EFNB2"
"1685","Eif2s1","EIF2S1"
"1686","Eif4ebp1","EIF4EBP1"
"1687","Eif4ebp2","EIF4EBP2"
"1688","Emx2","EMX2"
"1689","Eya4","EYA4"
"1690","Efemp1","EFEMP1"
"1691","Fcer1g","FCER1G"
"1692","Fcgrt","FCGRT"
"1693","Fdxr","FDXR"
"1694","Fen1","FEN1"
"1695","Fgf11","FGF11"
"1696","Fgf13","FGF13"
"1697","Fgf14","FGF14"
"1698","Fkbp5","FKBP5"
"1699","Flt3","FLT3"
"1700","Gip","GIP"
"1701","Gng11","GNG11"
"1702","LOC100912034","GNG11"
"1703","Gps1","GPS1"
"1704","Habp2","HABP2"
"1705","Kcnmb1","KCNMB1"
"1706","Lbp","LBP"
"1707","Cited1","CITED1"
"1708","Myo9b","MYO9B"
"1709","Ndufb7","NDUFB7"
"1710","Drg1","DRG1"
"1711","Prkar2a","PRKAR2A"
"1712","Pspn","PSPN"
"1713","Pyy","PYY"
"1714","Rab27a","RAB27A"
"1715","Rbp2","RBP2"
"1716","Rrad","RRAD"
"1717","Sdha","SDHA"
"1718","Shmt1","SHMT1"
"1719","Slc1a2","SLC1A2"
"1720","Snrpd3","SNRPD3"
"1721","Srebf1","SREBF1"
"1722","Tank","TANK"
"1723","Wars1","WARS1"
"1724","Usp2","USP2"
"1725","Aifm1","AIFM1"
"1726","Syngr3","SYNGR3"
"1727","Fibp","FIBP"
"1728","Ebag9","EBAG9"
"1729","Pttg1","PTTG1"
"1730","Ube2l6","UBE2L6"
"1731","Gpr50","GPR50"
"1732","Mfhas1","MFHAS1"
"1733","Cyth3","CYTH3"
"1734","S1pr2","S1PR2"
"1735","Atp6v1f","ATP6V1F"
"1736","Socs6","SOCS6"
"1737","Cd83","CD83"
"1738","Klf4","KLF4"
"1740","Trip13","TRIP13"
"1741","Jmjd1c","JMJD1C"
"1742","Glp2r","GLP2R"
"1743","Eftud2","EFTUD2"
"1744","Prlhr","PRLHR"
"1745","Rab28","RAB28"
"1746","Rab9b","RAB9B"
"1747","Slc9a3r1","SLC9A3R1"
"1748","Plaa","PLAA"
"1749","Slc22a13","SLC22A13"
"1750","Cd101","CD101"
"1751","Recql4","RECQL4"
"1752","Selenof","SELENOF"
"1753","Sema4f","SEMA4F"
"1754","Med21","MED21"
"1755","Fads2","FADS2"
"1756","Chst2","CHST2"
"1757","Med17","MED17"
"1758","Med27","MED27"
"1759","Med7","MED7"
"1760","Homer1","HOMER1"
"1761","Chst3","CHST3"
"1762","Akap6","AKAP6"
"1763","Med20","MED20"
"1764","Pigl","PIGL"
"1765","Pmpcb","PMPCB"
"1766","Eef1e1","EEF1E1"
"1767","Bag3","BAG3"
"1768","Gtpbp1","GTPBP1"
"1769","Cytip","CYTIP"
"1770","Nfe2l3","NFE2L3"
"1771","Cartpt","CARTPT"
"1772","Gda","GDA"
"1773","Traf4","TRAF4"
"1774","Abcb7","ABCB7"
"1775","Tgfbr1","TGFBR1"
"1776","Rhoh","RHOH"
"1777","Arr3","ARR3"
"1778","Arrb2","ARRB2"
"1779","Bad","BAD"
"1780","Bag1","BAG1"
"1781","Bcl9","BCL9"
"1782","Bcr","BCR"
"1783","Bcs1l","BCS1L"
"1784","Bnip2","BNIP2"
"1785","Bnip3l","BNIP3L"
"1786","Braf","BRAF"
"1787","Bst1","BST1"
"1788","Osgin2","OSGIN2"
"1789","Ldlrad4","LDLRAD4"
"1790","Pttg1ip","PTTG1IP"
"1791","Ccng2","CCNG2"
