"","Symbol_Mouse","Symbol_Human"
"942","Kiss1","KISS1"
"943","Klrd1","KLRD1"
"944","Kpnb1","KPNB1"
"945","Kpna2","KPNA2"
"946","Ipo5","IPO5"
"947","Krt15","KRT15"
"948","Krt19","KRT19"
"949","Krt35","KRT35"
"950","Krt86","KRT86"
"951","Aff3","AFF3"
"952","Lag3","LAG3"
"953","Lalba","LALBA"
"954","Lamb1","LAMB1"
"955","Lamb2","LAMB2"
"956","Lamc1","LAMC1"
"957","Lect2","LECT2"
"958","Lepr","LEPR"
"959","Lif","LIF"
"960","Lifr","LIFR"
"961","Lig4","LIG4"
"962","Limk1","LIMK1"
"963","Lox","LOX"
"964","Loxl2","LOXL2"
"965","Lrp1","LRP1"
"966","Lrp3","LRP3"
"967","Lrp5","LRP5"
"968","Lrp6","LRP6"
"969","Lsp1","LSP1"
"970","Ltb","LTB"
"971","Ltbr","LTBR"
"972","Ltf","LTF"
"973","Ly6h","LY6H"
"974","Ly9","LY9"
"975","Sh2d1a","SH2D1A"
"976","Tacstd2","TACSTD2"
"977","Epcam","EPCAM"
"978","Mxd1","MXD1"
"979","Mad2l1","MAD2L1"
"980","Mafk","MAFK"
"981","Mag","MAG"
"982","Magoh","MAGOH"
"983","Man2a1","MAN2A1"
"984","Map1a","MAP1A"
"985","Map2","MAP2"
"986","Map4","MAP4"
"987","Mas1","MAS1"
"988","Matn1","MATN1"
"989","Matn3","MATN3"
"990","Max","MAX"
"991","Mbp","MBP"
"992","Mc1r","MC1R"
"993","Mcm3","MCM3"
"994","Mdk","MDK"
"995","Mdm2","MDM2"
"996","Mdm4","MDM4"
"997","Slc3a2","SLC3A2"
"998","Mest","MEST"
"999","Mfap2","MFAP2"
"1000","Mfng","MFNG"
"1001","Mgat1","MGAT1"
"1002","Mgat2","MGAT2"
"1003","Mgat5","MGAT5"
"1004","Mgst2","MGST2"
"1005","Mki67","MKI67"
"1006","Mmp19","MMP19"
"1007","Mnat1","MNAT1"
"1008","Mpg","MPG"
"1009","Mpi","MPI"
"1010","Mpp1","MPP1"
"1011","Msh3","MSH3"
"1012","Msh4","MSH4"
"1013","Msmb","MSMB"
"1014","Msn","MSN"
"1015","Map3k10","MAP3K10"
"1016","Mst1r","MST1R"
"1017","Msx1","MSX1"
"1018","Msx2","MSX2"
"1019","Mtap","MTAP"
"1020","Nudt1","NUDT1"
"1021","Mtif2","MTIF2"
"1022","Irf4","IRF4"
"1023","Mvd","MVD"
"1024","Mybpc1","MYBPC1"
"1025","Mybl2","MYBL2"
"1026","Myd88","MYD88"
"1027","Myf6","MYF6"
"1028","Myog","MYOG"
"1029","Ppp1r12a","PPP1R12A"
"1030","Nubp1","NUBP1"
"1031","Nbn","NBN"
"1032","Ncbp1","NCBP1"
"1033","Ndufa6","NDUFA6"
"1034","Ndufb6","NDUFB6"
"1035","Ndufc1","NDUFC1"
"1036","Ndufs4","NDUFS4"
"1037","Ndufs8","NDUFS8"
"1038","Nek3","NEK3"
"1039","Neo1","NEO1"
"1040","Neurod1","NEUROD1"
"1041","Nfix","NFIX"
"1042","Nfkb2","NFKB2"
"1043","Nfx1","NFX1"
"1044","Ngf","NGF"
"1045","Ngfr","NGFR"
"1046","Nid1","NID1"
"1047","Nkx2-2","NKX2-2"
"1048","Gpnmb","GPNMB"
"1049","Ccn3","CCN3"
"1050","Npas1","NPAS1"
"1051","Npas2","NPAS2"
"1052","Npat","NPAT"
"1053","Nptx1","NPTX1"
"1054","Nptx2","NPTX2"
"1055","Nt5e","NT5E"
"1056","Ntf3","NTF3"
"1057","Nthl1","NTHL1"
"1058","Ntrk1","NTRK1"
"1059","Nup88","NUP88"
"1060","Nvl","NVL"
"1061","Oas1a","OAS1"
"1062","Oas1g","OAS1"
"1063","Ocln","OCLN"
"1064","Odc1","ODC1"
"1065","Odf2","ODF2"
"1066","Ogg1","OGG1"
"1067","Olr1","OLR1"
"1068","Tnfrsf11b","TNFRSF11B"
"1069","Ophn1","OPHN1"
"1070","Olfr402","OR3A1"
"1071","Slc22a18","SLC22A18"
"1072","P2rx1","P2RX1"
"1073","P2rx3","P2RX3"
"1074","P2rx4","P2RX4"
"1075","P2rx5","P2RX5"
"1076","P2rx7","P2RX7"
"1077","P2ry1","P2RY1"
"1078","P2ry2","P2RY2"
"1079","Furin","FURIN"
"1080","Pafah1b2","PAFAH1B2"
"1081","Pafah1b3","PAFAH1B3"
"1082","Pak1","PAK1"
"1083","Palm","PALM"
"1084","Pawr","PAWR"
"1085","Pcdh8","PCDH8"
"1086","Pck1","PCK1"
"1087","Pcna","PCNA"
"1088","Pcolce","PCOLCE"
"1089","Cdk18","CDK18"
"1090","Pdc","PDC"
"1091","Pdcd2","PDCD2"
"1092","Pde2a","PDE2A"
"1093","Pde4b","PDE4B"
"1094","Pde6d","PDE6D"
"1095","Pde6g","PDE6G"
"1096","Pde7a","PDE7A"
"1097","Pde8a","PDE8A"
"1098","Pdgfrb","PDGFRB"
"1099","Pdzk1","PDZK1"
"1100","Serpinf1","SERPINF1"
"1101","Per1","PER1"
"1102","Pex13","PEX13"
"1103","Cfp","CFP"
"1104","Pfdn5","PFDN5"
"1105","Pfn2","PFN2"
"1106","Pgf","PGF"
"1107","Pgm1","PGM1"
"1108","Phb","PHB"
"1109","Phka1","PHKA1"
"1110","Piga","PIGA"
"1111","Pigr","PIGR"
"1112","Pik3c3","PIK3C3"
"1113","Pip","PIP"
"1114","Plag1","PLAG1"
"1115","Plagl2","PLAGL2"
"1116","Plcg1","PLCG1"
"1117","Plek","PLEK"
"1118","Plin1","PLIN1"
"1120","Plp2","PLP2"
"1121","Plrg1","PLRG1"
"1122","Polb","POLB"
"1123","Pold1","POLD1"
"1124","Pole2","POLE2"
"1125","Polg","POLG"
"1126","Polr2c","POLR2C"
"1127","Polr2e","POLR2E"
"1128","Polr2g","POLR2G"
"1129","Pou4f3","POU4F3"
"1130","Ppl","PPL"
"1131","Ppm1b","PPM1B"
"1132","Ppp1r7","PPP1R7"
"1133","Ppp1r10","PPP1R10"
"1134","Ppp2r2a","PPP2R2A"
"1135","Ppp4c","PPP4C"
"1136","Ppy","PPY"
"1137","Prelp","PRELP"
"1138","Prep","PREP"
"1139","Prg2","PRG2"
"1140","Pkn2","PKN2"
"1141","Prkd3","PRKD3"
"1142","Prkcsh","PRKCSH"
"1143","Mapk4","MAPK4"
"1144","Mapk7","MAPK7"
"1145","Map2k1","MAP2K1"
"1146","Prox1","PROX1"
"1147","Prpsap2","PRPSAP2"
"1148","Tmprss15","TMPRSS15"
"1149","Psma1","PSMA1"
"1150","Psma2","PSMA2"
"1151","Psma3","PSMA3"
"1152","Psma4","PSMA4"
"1153","Psma5","PSMA5"
"1154","Psma6","PSMA6"
"1155","Psma8","PSMA8"
"1156","Psmb1","PSMB1"
"1157","Psmb2","PSMB2"
"1158","Psmb3","PSMB3"
"1159","Psmb4","PSMB4"
"1160","Psmb6","PSMB6"
"1161","Psmb7","PSMB7"
"1162","Psmb9","PSMB9"
"1163","Psmc1","PSMC1"
"1164","Psmc2","PSMC2"
"1165","Psmc3","PSMC3"
"1166","Psmc5","PSMC5"
"1167","Psmd1","PSMD1"
"1168","Psmd2","PSMD2"
"1169","Psmd3","PSMD3"
"1170","Psmd7","PSMD7"
"1171","Psmd9","PSMD9"
"1172","Psmd11","PSMD11"
"1173","Psmd12","PSMD12"
"1174","Psmd13","PSMD13"
"1175","Psme3","PSME3"
"1176","Pthlh","PTHLH"
"1177","Ptn","PTN"
"1178","Ptpn1","PTPN1"
"1179","Ptpn4","PTPN4"
"1180","Ptpn9","PTPN9"
"1181","Ptpn11","PTPN11"
"1182","Ptprb","PTPRB"
"1183","Ptprc","PTPRC"
"1184","Ptprg","PTPRG"
"1185","Ptprj","PTPRJ"
"1186","Ptprn2","PTPRN2"
"1187","Ptprr","PTPRR"
"1188","Ptprz1","PTPRZ1"
"1189","Pvalb","PVALB"
"1190","Nectin1","NECTIN1"
"1191","Abcd3","ABCD3"
"1192","Aldh18a1","ALDH18A1"
"1193","Pcyt2","PCYT2"
"1194","Pygm","PYGM"
"1195","Rab3b","RAB3B"
"1196","Rad51","RAD51"
"1197","Rad51d","RAD51D"
"1198","Rap1a","RAP1A"
"1199","Rap1gap","RAP1GAP"
"1200","Rarres1","RARRES1"
"1201","Rarres2","RARRES2"
"1202","Rasa1","RASA1"
"1203","Rasgrf2","RASGRF2"
"1204","Rbl1","RBL1"
"1205","Rbp1","RBP1"
"1206","Rcn2","RCN2"
"1207","Rcvrn","RCVRN"
"1208","Rdh5","RDH5"
"1209","Nf2","NF2"
"1210","Rel","REL"
"1211","Renbp","RENBP"
"1212","Upf1","UPF1"
"1213","Rfc1","RFC1"
"1214","Rfc3","RFC3"
"1215","Rfx1","RFX1"
"1216","Rgs1","RGS1"
"1217","Rgs2","RGS2"
"1218","Rgs7","RGS7"
"1219","Rgs12","RGS12"
"1220","Rgs16","RGS16"
"1221","Grk1","GRK1"
"1222","Rit2","RIT2"
"1223","Rnf2","RNF2"
"1224","Rnaseh1","RNASEH1"
"1225","Rnh1","RNH1"
"1226","Abce1","ABCE1"
"1227","Robo1","ROBO1"
"1228","Ros1","ROS1"
"1229","Rpa1","RPA1"
"1230","Mrpl12","MRPL12"
"1231","Rpn1","RPN1"
"1232","Rpn2","RPN2"
"1233","Rreb1","RREB1"
"1234","Rxra","RXRA"
"1235","S100a3","S100A3"
"1236","S100a5","S100A5"
"1237","S100a8","S100A8"
"1238","S100a9","S100A9"
"1239","S100a10","S100A10"
"1240","Safb","SAFB"
"1241","Sall1","SALL1"
"1242","Satb1","SATB1"
"1243","Atxn2","ATXN2"
"1244","Clec11a","CLEC11A"
"1245","Scn9a","SCN9A"
"1246","Ccl2","CCL13"
"1247","Ccl3","CCL3L3"
"1248","Ccl5","CCL5"
"1249","Ccl12","CCL2"
"1250","Ccl17","CCL17"
"1251","Ccl21a","CCL21"
"1252","Ccl21b","CCL21"
"1253","Ccl21d","CCL21"
"1254","Gm10591","CCL21"
"1255","Gm13304","CCL21"
"1256","Ccl24","CCL24"
"1257","Xcl1","XCL1"
"1258","Cx3cl1","CX3CL1"
"1259","Sdc1","SDC1"
"1260","Sdc2","SDC2"
"1261","Sdhb","SDHB"
"1262","Sdhc","SDHC"
"1263","Selp","SELP"
"1264","Selplg","SELPLG"
"1265","Selenow","SELENOW"
"1266","Sfrp1","SFRP1"
"1267","Sfrp4","SFRP4"
"1268","Sfrp5","SFRP5"
"1269","Sftpc","SFTPC"
"1270","Sftpd","SFTPD"
"1271","Sh3bgrl","SH3BGRL"
"1272","Sh3bp2","SH3BP2"
"1273","Itsn1","ITSN1"
"1274","St6gal1","ST6GAL1"
"1275","St8sia1","ST8SIA1"
"1276","Stil","STIL"
"1277","Slc5a2","SLC5A2"
"1278","Slc6a1","SLC6A1"
"1279","Slc6a6","SLC6A6"
"1280","Slc34a2","SLC34A2"
"1281","Slc18a2","SLC18A2"
"1282","Slit1","SLIT1"
"1283","Slit3","SLIT3"
"1284","Slpi","SLPI"
"1285","Smarca2","SMARCA2"
"1286","Smarcb1","SMARCB1"
"1287","Smarcc2","SMARCC2"
"1288","Smarcd3","SMARCD3"
"1289","Snapc1","SNAPC1"
"1290","Snapc2","SNAPC2"
"1291","Sncb","SNCB"
"1292","Snapc4","SNAPC4"
"1293","Sncg","SNCG"
"1294","Snrpa1","SNRPA1"
"1295","Snta1","SNTA1"
"1296","Snx2","SNX2"
"1297","Soat1","SOAT1"
"1298","Sod3","SOD3"
"1299","Sorl1","SORL1"
"1300","Sox4","SOX4"
"1301","Sp2","SP2"
"1302","Sp4","SP4"
"1303","Uap1","UAP1"
"1304","Spag4","SPAG4"
"1305","Spi1","SPI1"
"1306","Sptan1","SPTAN1"
"1307","Sptbn1","SPTBN1"
"1308","Sqle","SQLE"
"1309","Srp19","SRP19"
"1310","Srp54a","SRP54"
"1311","Srp54b","SRP54"
"1312","Srpr","SRPRA"
"1313","Trim21","TRIM21"
"1314","Ssb","SSB"
"1315","Ssr1","SSR1"
"1316","Ssr2","SSR2"
"1317","Stac","STAC"
"1318","Stat6","STAT6"
"1319","Stc1","STC1"
"1320","Nek4","NEK4"
"1321","Strn","STRN"
"1322","Stx5a","STX5"
"1323","Stxbp1","STXBP1"
"1324","Supt5","SUPT5H"
"1325","Supv3l1","SUPV3L1"
"1326","Surf1","SURF1"
"1327","Suv39h1","SUV39H1"
"1328","Sycp1","SYCP1"
"1329","Syk","SYK"
"1330","Syp","SYP"
"1331","T","TBXT"
"1332","Tac1","TAC1"
"1333","Adam17","ADAM17"
"1334","Tagln","TAGLN"
"1335","Tal1","TAL1"
"1336","Tapbp","TAPBP"
"1337","Tbcc","TBCC"
"1338","Tbp","TBP"
"1339","Tcf4","TCF4"
"1340","Tcf3","TCF3"
"1341","Gcfc2","GCFC2"
"1342","Nfe2l2","NFE2L2"
"1343","Tcf21","TCF21"
"1344","Tdg","TDG"
"1345","Tdg-ps","TDG"
"1346","Tdgf1","TDGF1"
"1347","Tead1","TEAD1"
"1348","Tmbim6","TMBIM6"
"1349","Tfap2a","TFAP2A"
"1350","Tfap2e","TFAP2E"
"1351","Tfap2c","TFAP2C"
"1352","Tfap4","TFAP4"
"1353","Arfrp1","ARFRP1"
"1354","Tff1","TFF1"
"1355","Tff3","TFF3"
"1356","Tfr2","TFR2"
"1357","Tfrc","TFRC"
"1358","Tg","TG"
"1359","Tgfa","TGFA"
"1360","Tgfb2","TGFB2"
"1361","Tgfb3","TGFB3"
"1362","Lefty2","LEFTY2"
"1363","Tgfbr2","TGFBR2"
"1364","Tgfbr3","TGFBR3"
"1365","Thbs2","THBS2"
"1366","Thrsp","THRSP"
"1367","Tiam1","TIAM1"
"1368","Timp2","TIMP2"
"1369","Tjp1","TJP1"
"1370","Icam5","ICAM5"
"1371","Sec62","SEC62"
"1372","Tspan4","TSPAN4"
"1373","Gpr137b","GPR137B"
"1374","Lbr","LBR"
"1375","Cldn5","CLDN5"
"1376","Tnni1","TNNI1"
"1377","Top1","TOP1"
"1378","Tpd52l1","TPD52L1"
"1379","Tpd52l2","TPD52L2"
"1380","Tpp2","TPP2"
"1381","Nr2c2","NR2C2"
"1382","Hsp90b1","HSP90B1"
"1383","Trpc1","TRPC1"
"1384","Eipr1","EIPR1"
"1385","Phlda2","PHLDA2"
"1386","Gfus","GFUS"
"1387","Ttc1","TTC1"
"1388","Dnajc3","DNAJC3"
"1389","Ttc3","TTC3"
"1390","Nkx2-1","NKX2-1"
"1391","Ttk","TTK"
"1392","Tufm","TUFM"
"1393","Tulp1","TULP1"
"1394","Tulp2","TULP2"
"1395","Tnfsf4","TNFSF4"
"1396","Tnfrsf4","TNFRSF4"
"1397","Txk","TXK"
"1398","Uba7","UBA7"
"1399","Ube2d2a","UBE2D2"
"1400","Ube2g1","UBE2G1"
"1401","Sumo1","SUMO1"
"1402","Ucn","UCN"
"1403","Ucp2","UCP2"
"1404","Ucp3","UCP3"
"1405","Scgb1a1","SCGB1A1"
"1406","Ugdh","UGDH"
"1407","Umod","UMOD"
"1408","Upp1","UPP1"
"1409","Uqcrc1","UQCRC1"
"1410","Usf2","USF2"
"1411","Usp1","USP1"
"1412","Vav2","VAV2"
"1413","Vbp1","VBP1"
"1414","Vegfa","VEGFA"
"1415","Vgf","VGF"
"1416","Vim","VIM"
"1417","Vip","VIP"
"1418","Vipr2","VIPR2"
"1419","Vrk1","VRK1"
"1420","Vsnl1","VSNL1"
"1421","Coro2a","CORO2A"
"1422","Wnt8b","WNT8B"
"1423","Wnt9b","WNT9B"
"1424","Xpo1","XPO1"
"1425","Xrcc4","XRCC4"
"1426","Yy1","YY1"
"1427","Zfp36","ZFP36"
"1428","Zbtb14","ZBTB14"
"1429","Zfx","ZFX"
"1430","Zic1","ZIC1"
"1431","Cnbp","CNBP"
"1432","Zfp105","ZNF35"
"1433","Zfp523","ZNF76"
"1434","Zfp169","ZNF169"
"1435","Zbtb17","ZBTB17"
"1436","Zfp13","ZNF205"
"1437","Dnali1","DNALI1"
"1438","Ptp4a1","PTP4A1"
"1439","Pax8","PAX8"
"1440","Fzd5","FZD5"
"1441","Scg2","SCG2"
"1442","Usp7","USP7"
"1443","Dek","DEK"
"1444","Rassf7","RASSF7"
"1445","Cul5","CUL5"
"1446","Mfap5","MFAP5"
"1448","Gpr68","GPR68"
"1449","Nrip1","NRIP1"
"1450","Naa10","NAA10"
"1451","Axin1","AXIN1"
"1452","Cdc45","CDC45"
"1453","Fzd6","FZD6"
"1454","Fzd9","FZD9"
"1455","Hyal3","HYAL3"
"1456","Nme5","NME5"
"1457","Pip4k2b","PIP4K2B"
"1458","Pla2g6","PLA2G6"
"1459","Pla2g10","PLA2G10"
"1460","Slc25a11","SLC25A11"
"1461","Ulk1","ULK1"
"1462","Anxa9","ANXA9"
"1463","Ltbp4","LTBP4"
"1464","Zfp282","ZNF282"
"1465","Nsmaf","NSMAF"
"1466","Doc2a","DOC2A"
"1467","Dhx16","DHX16"
"1468","Cul4b","CUL4B"
"1469","Cul3","CUL3"
"1470","Cul2","CUL2"
"1471","Cul1","CUL1"
"1472","Foxn1","FOXN1"
"1473","Tpst2","TPST2"
"1474","Tpst1","TPST1"
"1475","Klf11","KLF11"
"1476","Aurka","AURKA"
"1477","Fkbp6","FKBP6"
"1478","Gpr65","GPR65"
"1479","Rae1","RAE1"
"1480","Ofd1","OFD1"
"1481","Sema7a","SEMA7A"
"1482","Cilp","CILP"
"1483","Slc4a7","SLC4A7"
"1484","Rgs5","RGS5"
"1485","Map4k3","MAP4K3"
"1486","Ppfibp1","PPFIBP1"
"1487","Slc43a1","SLC43A1"
"1488","Pkp4","PKP4"
"1489","Pik3r3","PIK3R3"
"1490","Pex3","PEX3"
"1491","Cntnap1","CNTNAP1"
"1492","Enc1","ENC1"
"1493","Nipsnap1","NIPSNAP1"
"1494","Itga10","ITGA10"
"1495","Ikbkg","IKBKG"
"1496","Elp1","ELP1"
"1497","Hat1","HAT1"
"1498","Gcm1","GCM1"
"1499","Dgke","DGKE"
"1500","Ybx3","YBX3"
"1501","Cpz","CPZ"
"1502","Cops3","COPS3"
"1503","Chst1","CHST1"
"1504","Cbx4","CBX4"
"1505","Bcas1","BCAS1"
"1506","Barx2","BARX2"
"1507","Agps","AGPS"
"1508","Pir","PIR"
"1509","Cggbp1","CGGBP1"
"1510","Bhlhe40","BHLHE40"
"1511","Tcap","TCAP"
"1512","Prpf18","PRPF18"
"1513","Kmo","KMO"
"1514","Yars","YARS1"
"1515","Pdxk","PDXK"
"1516","Khsrp","KHSRP"
"1517","Pdlim4","PDLIM4"
"1518","Cask","CASK"
"1519","Akr7a5","AKR7A2"
"1520","Prkra","PRKRA"
"1521","Stk16","STK16"
"1522","Scarf1","SCARF1"
"1523","Ly6d","LY6D"
"1524","Olfr2","OR6A2"
"1525","Tnfsf11","TNFSF11"
"1526","Rgs20","RGS20"
"1527","Fam193a","FAM193A"
"1528","Klf7","KLF7"
"1529","Plpp2","PLPP2"
"1530","Stc2","STC2"
"1531","Uso1","USO1"
"1532","Cadps","CADPS"
"1533","Pde8b","PDE8B"
"1534","Psmg1","PSMG1"
"1535","Rfxank","RFXANK"
"1536","Jrk","JRK"
"1537","Skap1","SKAP1"
"1538","Unc5c","UNC5C"
"1539","Rtca","RTCA"
"1540","Ssna1","SSNA1"
"1541","Oasl1","OASL"
"1542","Aoc3","AOC3"
"1543","Dchs1","DCHS1"
"1544","Kcnk5","KCNK5"
"1545","Chrd","CHRD"
"1546","Numb","NUMB"
"1547","Socs1","SOCS1"
"1548","Irs2","IRS2"
"1549","Eif3a","EIF3A"
"1550","Eif3b","EIF3B"
"1551","Eif3c","EIF3C"
"1552","Eif3d","EIF3D"
"1553","Eif3f","EIF3F"
"1554","Eif3g","EIF3G"
"1555","Eif3h","EIF3H"
"1556","Eif3i","EIF3I"
"1557","Eif4g3","EIF4G3"
"1558","Stx16","STX16"
"1559","Stx11","STX11"
"1560","Becn1","BECN1"
"1561","Jrkl","JRKL"
"1562","S1pr4","S1PR4"
"1563","Mrpl40","MRPL40"
"1564","Dnah11","DNAH11"
"1565","B4galt2","B4GALT2"
"1566","B3galt4","B3GALT4"
"1567","Tradd","TRADD"
"1568","Mbtps1","MBTPS1"
"1569","Edf1","EDF1"
"1570","Snx30","SNX30"
"1571","Uri1","URI1"
"1572","Eed","EED"
"1573","Ctnnal1","CTNNAL1"
"1574","Rnmt","RNMT"
"1575","Ripk1","RIPK1"
"1576","Cradd","CRADD"
"1577","Tnfsf14","TNFSF14"
"1578","Tnfsf10","TNFSF10"
"1579","Adam23","ADAM23"
"1580","Adam15","ADAM15"
"1581","Adam7","ADAM7"
"1582","Tnfrsf14","TNFRSF14"
"1583","Fadd","FADD"
"1584","Napg","NAPG"
"1585","Napa","NAPA"
"1586","Mtmr1","MTMR1"
"1587","Mpdz","MPDZ"
"1588","Riok3","RIOK3"
"1589","Matn4","MATN4"
"1590","Rgs9","RGS9"
"1591","Dlk1","DLK1"
"1592","Fpgt","FPGT"
"1593","Tnfrsf11a","TNFRSF11A"
"1594","Scel","SCEL"
"1595","Pex11b","PEX11B"
"1596","Suclg2","SUCLG2"
"1597","Sucla2","SUCLA2"
"1598","Il18rap","IL18RAP"
"1599","Il1rl2","IL1RL2"
"1600","Il18r1","IL18R1"
"1601","Il1rl1","IL1RL1"
"1602","Galr2","GALR2"
"1603","Dpm1","DPM1"
"1604","Banf1","BANF1"
"1605","Fgf18","FGF18"
"1606","Sap30","SAP30"
"1607","Inpp4a","INPP4A"
"1608","Fgf17","FGF17"
"1609","Nrp2","NRP2"
"1610","Nrp1","NRP1"
"1611","Tmem11","TMEM11"
"1612","Socs2","SOCS2"
"1613","Ggh","GGH"
"1614","Ccn5","CCN5"
"1615","Ccn4","CCN4"
"1616","Akap4","AKAP4"
"1617","Asap2","ASAP2"
"1618","Proz","PROZ"
"1619","Ldb1","LDB1"
"1620","St3gal5","ST3GAL5"
"1621","Ier3","IER3"
"1622","Arhgef7","ARHGEF7"
"1623","Sgpl1","SGPL1"
"1624","Cdc16","CDC16"
"1625","Zpr1","ZPR1"
"1626","Mcm3ap","MCM3AP"
"1627","Eif2b5","EIF2B5"
"1628","Eif2s2","EIF2S2"
"1629","Ap1s2","AP1S2"
"1630","Bcl10","BCL10"
"1631","Foxh1","FOXH1"
"1632","Mbd4","MBD4"
"1633","Mbd3","MBD3"
"1634","Mbd2","MBD2"
"1635","Skap2","SKAP2"
"1636","Wasf1","WASF1"
"1637","St13","ST13"
"1638","Top3b","TOP3B"
"1639","Cdk5r2","CDK5R2"
"1640","Kynu","KYNU"
"1641","Ap3d1","AP3D1"
"1642","Stbd1","STBD1"
"1643","Selenbp1","SELENBP1"
"1644","Selenbp2","SELENBP1"
"1645","Atp6v0e","ATP6V0E1"
"1646","Hap1","HAP1"
"1647","Slc25a14","SLC25A14"
"1648","Mpzl1","MPZL1"
"1649","Map3k14","MAP3K14"
"1650","Socs3","SOCS3"
"1651","Ch25h","CH25H"
"1652","Rnf8","RNF8"
"1653","Rhbdl1","RHBDL1"
"1654","Tm4sf5","TM4SF5"
"1655","Ccrl2","CCRL2"
"1656","Sema5a","SEMA5A"
"1657","Uba3","UBA3"
"1658","Ube2m","UBE2M"
"1659","Myom2","MYOM2"
"1660","Spag9","SPAG9"
"1661","Dok2","DOK2"
"1662","Sh2d2a","SH2D2A"
"1663","Aip","AIP"
"1664","Gprc5a","GPRC5A"
"1665","Slc13a2","SLC13A2"
"1666","Tnk1","TNK1"
"1667","Bbox1","BBOX1"
"1668","Pax2","PAX2"
"1669","Npr2","NPR2"
"1670","Nfkb1","NFKB1"
"1671","Osmr","OSMR"
"1672","Fcgr2b","FCGR2B"
"1673","Gjb2","GJB2"
"1674","Adcy3","ADCY3"
"1675","Ampd2","AMPD2"
"1676","Arrb1","ARRB1"
"1677","Atic","ATIC"
"1678","Atox1","ATOX1"
"1679","Atp5a1","ATP5F1A"
"1680","Atp6v0b","ATP6V0B"
"1681","B2m","B2M"
"1682","Bcl2a1a","BCL2A1"
"1683","Bcl2a1b","BCL2A1"
"1684","Bcl2a1d","BCL2A1"
"1685","Bcl2l2","BCL2L2"
"1686","Bnip3","BNIP3"
"1687","Bysl","BYSL"
"1688","C3ar1","C3AR1"
"1689","Kyat3","KYAT3"
"1690","Ccng1","CCNG1"
"1691","Cdh16","CDH16"
"1692","Cdkn1b","CDKN1B"
"1693","Ap2m1","AP2M1"
"1694","Ap2s1","AP2S1"
"1695","Cox8a","COX8A"
"1696","Crybb3","CRYBB3"
"1697","Dctn1","DCTN1"
"1698","Ddit3","DDIT3"
"1699","Dntt","DNTT"
"1700","Echs1","ECHS1"
"1701","Efnb2","EFNB2"
"1702","Eif2s1","EIF2S1"
"1703","Eif4ebp1","EIF4EBP1"
"1704","Eif4ebp2","EIF4EBP2"
"1705","Emx2","EMX2"
"1706","Eya4","EYA4"
"1707","Efemp1","EFEMP1"
"1708","Fcer1g","FCER1G"
"1709","Fcgrt","FCGRT"
"1710","Fdxr","FDXR"
"1711","Fen1","FEN1"
"1712","Fgf11","FGF11"
"1713","Fgf13","FGF13"
"1714","Fgf14","FGF14"
"1715","Fkbp5","FKBP5"
"1716","Flt3","FLT3"
"1717","Gip","GIP"
"1718","Gng11","GNG11"
"1719","Gps1","GPS1"
"1720","Habp2","HABP2"
"1721","Kcnmb1","KCNMB1"
"1722","Lbp","LBP"
"1723","Cited1","CITED1"
"1724","Myo9b","MYO9B"
"1725","Ndufb7","NDUFB7"
"1726","Drg1","DRG1"
"1727","Prkar2a","PRKAR2A"
"1728","Pspn","PSPN"
"1729","Pyy","PYY"
"1730","Rab27a","RAB27A"
"1731","Rbp2","RBP2"
"1732","Rrad","RRAD"
"1733","Sdha","SDHA"
"1734","Shmt1","SHMT1"
"1735","Slc1a2","SLC1A2"
"1736","Snrpd3","SNRPD3"
"1737","Srebf1","SREBF1"
"1738","Tank","TANK"
"1739","Wars","WARS1"
"1740","Usp2","USP2"
"1741","Aifm1","AIFM1"
"1742","Syngr3","SYNGR3"
"1743","Fibp","FIBP"
"1744","Ebag9","EBAG9"
"1745","Pttg1","PTTG1"
"1746","Ube2l6","UBE2L6"
"1747","Gpr50","GPR50"
"1748","Mfhas1","MFHAS1"
"1749","Cyth3","CYTH3"
"1750","S1pr2","S1PR2"
"1751","Atp6v1f","ATP6V1F"
"1752","Socs6","SOCS6"
"1753","Cd83","CD83"
"1754","Klf4","KLF4"
"1756","Trip13","TRIP13"
"1757","Jmjd1c","JMJD1C"
"1758","Glp2r","GLP2R"
"1759","Eftud2","EFTUD2"
"1760","Prlhr","PRLHR"
"1761","Rab28","RAB28"
"1762","Rab9b","RAB9B"
"1763","Slc9a3r1","SLC9A3R1"
"1764","Plaa","PLAA"
"1765","Slc22a13","SLC22A13"
"1766","Tgfbrap1","TGFBRAP1"
"1767","Cd101","CD101"
"1768","Recql4","RECQL4"
"1769","Selenof","SELENOF"
"1770","Sema4f","SEMA4F"
"1771","Med21","MED21"
"1772","Fads2","FADS2"
"1773","Chst2","CHST2"
"1774","Med17","MED17"
"1775","Med27","MED27"
"1776","Med7","MED7"
"1777","Homer1","HOMER1"
"1778","Chst3","CHST3"
"1779","Akap6","AKAP6"
"1780","Med20","MED20"
"1781","Pigl","PIGL"
"1782","Pmpcb","PMPCB"
"1783","Eef1e1","EEF1E1"
"1784","Bag3","BAG3"
"1785","Gtpbp1","GTPBP1"
"1786","Cytip","CYTIP"
"1787","Nfe2l3","NFE2L3"
"1788","Cartpt","CARTPT"
"1789","Rin1","RIN1"
"1790","Gda","GDA"
"1791","Traf4","TRAF4"
"1792","Abcb7","ABCB7"
"1793","Tgfbr1","TGFBR1"
